"PROBEID","SYMBOL","GENENAME","young_trf2","young_old","old_trf2","AveExpr","F","P.Value","adj.P.Val"
"16661497","THEMIS2","thymocyte selection associated family member 2",0.523511576739915,-0.987896495342202,1.51140807208212,8.84381836481723,67.6127336887484,8.16753980268066e-07,5.28887658937595e-05
"16662636","DNALI1","dynein axonemal light intermediate chain 1",0.86108858690308,-0.465212557017329,1.32630114392041,9.09607203772287,126.241112652383,3.43712388288374e-08,5.13337802865118e-06
"16666326","ST6GALNAC3","ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3",0.826730882920103,-0.542159845561795,1.3688907284819,7.20781288372019,33.1526984449278,2.52985004875271e-05,0.000726140096702217
"16668997","OLFML3","olfactomedin like 3",0.855856359474437,-0.351375324298338,1.20723168377278,10.2973601277763,68.2674512122492,7.78486998002231e-07,5.11521291322128e-05
"16670401","H2AC20","H2A clustered histone 20",0.823793201886595,-0.334518469952851,1.15831167183945,11.7422901441265,48.9271757314525,4.00139845699034e-06,0.000172739920344968
"16672635","VANGL2","VANGL planar cell polarity protein 2",0.324255710266335,-0.729001122229848,1.05325683249618,8.39068905125927,36.3359721514726,1.65132169159484e-05,0.000521737861745673
"16673191","PBX1","PBX homeobox 1",0.611460084142996,-0.638673464705988,1.25013354884898,8.53589771643528,58.8259440758598,1.62717652122375e-06,8.87531266922216e-05
"16673636","PRRX1","paired related homeobox 1",0.341874280680649,-0.745936001666108,1.08781028234676,10.4945853762389,90.041931727614,1.935363578831e-07,1.87646273067236e-05
"16673682","FMO3","flavin containing dimethylaniline monoxygenase 3",1.10427175414497,-0.720014006947192,1.82428576109217,6.85703298217841,54.5928474315114,2.34752825912344e-06,0.000118407735342824
"16675323","RGS2","regulator of G protein signaling 2",0.966114850892177,-0.0595346094970033,1.02564946038918,9.14477741016292,84.9071394107499,2.60525322673565e-07,2.27872532231461e-05
"16677339","VASH2","vasohibin 2",0.522553222659029,-0.590470308429595,1.11302353108862,8.14690606758053,40.446574325944,9.9652525080828e-06,0.000351684207535558
"16681827","DHRS3","dehydrogenase/reductase 3",0.546380053071324,-0.498341908373083,1.04472196144441,9.15257307121119,39.7295647487462,1.08466064785227e-05,0.000376172380051068
"16683290","ZNF436","zinc finger protein 436",0.399948322472708,-0.647997016993191,1.0479453394659,9.56068685512429,69.531454173285,7.10455178107222e-07,4.80359083033732e-05
"16684214","TMEM200B","transmembrane protein 200B",0.387240245998958,-0.78511694010542,1.17235718610438,8.28991958490526,56.55506861239,1.97457626152206e-06,0.000104101136100323
"16685571","FHL3","four and a half LIM domains 3",0.55610473934928,-0.485034714121081,1.04113945347036,11.1019478323025,84.0771843716812,2.73780116613892e-07,2.35940030186811e-05
"16686271","RNU5F-1","RNA, U5F small nuclear 1",1.01394482756146,-0.387580118887949,1.4015249464494,7.10215869875065,28.3300642373338,5.19011877194683e-05,0.00125678976383816
"16692639","SV2A","synaptic vesicle glycoprotein 2A",1.05793850063611,-0.61921445949358,1.67715296012969,10.2544816935698,152.59368624454,1.28912606263649e-08,2.57906985449181e-06
"16692834","CTSS","cathepsin S",1.31138425557599,-0.23374647646267,1.54513073203866,6.93899828208149,57.7823774887186,1.77696520490517e-06,9.52755433914004e-05
"16693082","SELENBP1","selenium binding protein 1",1.00027623118894,-0.376355152835098,1.37663138402404,9.95011864568355,114.942664562983,5.56731467083213e-08,7.26283967654517e-06
"16693996","THBS3","thrombospondin 3",1.00404769746962,-0.419363709069582,1.42341140653921,8.49708013954537,70.9847928928151,6.40756674564406e-07,4.47887072074074e-05
"16694446","MEX3A","mex-3 RNA binding family member A",0.8071455924229,-0.805568611108542,1.61271420353144,9.94304211995159,128.675650629143,3.11475744008164e-08,4.74443038820618e-06
